"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-03 07:00","2023","09","03","07:00","12.3","","8.0","","75","","","","20","","8","","4.0","","88.32","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-03 08:00","2023","09","03","08:00","15.0","","8.5","","65","","","","22","","4","","6.4","","88.20","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-03 09:00","2023","09","03","09:00","16.7","","8.4","","58","","","","20","","11","","8.1","","88.14","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-03 10:00","2023","09","03","10:00","19.8","","8.2","","46","","","","21","","11","","8.1","","88.16","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-03 11:00","2023","09","03","11:00","20.2","","8.7","","47","","","","23","","10","","9.7","","88.12","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-03 12:00","2023","09","03","12:00","21.4","","8.6","","44","","","","25","","6","","9.7","","88.16","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-03 13:00","2023","09","03","13:00","16.4","","9.5","","64","","","","36","","40","","4.8","","88.22","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-03 14:00","2023","09","03","14:00","16.7","","8.7","","59","","","","36","","30","","4.8","","88.27","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-03 15:00","2023","09","03","15:00","15.8","","7.4","","57","","","","36","","31","","4.0","","88.29","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-03 16:00","2023","09","03","16:00","16.7","","7.2","","53","","","","1","","24","","4.0","","88.30","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-03 17:00","2023","09","03","17:00","16.4","","7.3","","54","","","","1","","23","","4.0","","88.32","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-03 18:00","2023","09","03","18:00","15.1","","7.5","","60","","","","2","","19","","4.0","","88.36","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-03 19:00","2023","09","03","19:00","14.3","","8.0","","66","","","","1","","13","","6.4","","88.38","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-03 20:00","2023","09","03","20:00","13.7","","6.9","","63","","","","1","","16","","9.7","","88.44","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-03 21:00","2023","09","03","21:00","12.3","","7.4","","72","","","","1","","13","","9.7","","88.48","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-03 22:00","2023","09","03","22:00","13.0","","7.8","","71","","","","32","","4","","8.1","","88.52","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-03 23:00","2023","09","03","23:00","11.6","","6.7","","71","","","","1","","11","","8.1","","88.53","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 00:00","2023","09","04","00:00","11.5","","6.5","","71","","","","32","","5","","8.1","","88.54","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 01:00","2023","09","04","01:00","11.3","","7.1","","75","","","","1","","5","","8.1","","88.53","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 02:00","2023","09","04","02:00","11.0","","7.0","","76","","","","2","","4","","4.0","","88.54","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 03:00","2023","09","04","03:00","11.2","","6.8","","74","","","","33","","9","","4.0","","88.55","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 04:00","2023","09","04","04:00","10.8","","7.2","","78","","","","35","","8","","4.0","","88.61","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 05:00","2023","09","04","05:00","9.6","","7.8","","88","","","","3","","10","","4.0","","88.60","","","","","","Rain,Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 06:00","2023","09","04","06:00","10.0","","8.4","","89","","","","4","","14","","2.0","","88.62","","","","","","Rain,Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 07:00","2023","09","04","07:00","9.9","","8.4","","90","","","","2","","4","","2.0","","88.69","","","","","","Rain,Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 08:00","2023","09","04","08:00","9.4","","8.5","","94","","","","36","","13","","1.6","","88.75","","","","","","Rain,Fog,Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 09:00","2023","09","04","09:00","9.5","","7.5","","88","","","","1","","10","","3.2","","88.80","","","","","","Rain"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 10:00","2023","09","04","10:00","9.0","","8.2","","94","","","","36","","17","","2.4","","88.88","","","","","","Rain,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 11:00","2023","09","04","11:00","8.7","","8.1","","96","","","","1","","16","","1.6","","88.93","","","","","","Rain,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 12:00","2023","09","04","12:00","8.8","","7.7","","93","","","","2","","19","","2.0","","88.95","","","","","","Rain,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 13:00","2023","09","04","13:00","8.7","","7.1","","90","","","","1","","17","","2.8","","88.96","","","","","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 14:00","2023","09","04","14:00","8.8","","6.8","","87","","","","3","","14","","2.8","","88.98","","","","","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 15:00","2023","09","04","15:00","9.6","","6.9","","83","","","","6","","5","","2.8","","88.99","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 16:00","2023","09","04","16:00","10.1","","7.1","","81","","","","5","","4","","2.8","","89.00","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 17:00","2023","09","04","17:00","10.1","","6.7","","79","","","","12","","5","","3.2","","89.03","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 18:00","2023","09","04","18:00","10.1","","6.9","","81","","","","6","","5","","3.2","","89.03","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 19:00","2023","09","04","19:00","9.8","","7.3","","84","","","","8","","8","","3.2","","89.05","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 20:00","2023","09","04","20:00","9.4","","7.3","","86","","","","9","","14","","4.0","","89.10","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 21:00","2023","09","04","21:00","9.3","","7.2","","86","","","","9","","12","","4.0","","89.13","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 22:00","2023","09","04","22:00","9.3","","7.3","","87","","","","9","","13","","4.0","","89.15","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-04 23:00","2023","09","04","23:00","9.5","","7.2","","86","","","","11","","9","","3.6","","89.14","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 00:00","2023","09","05","00:00","9.3","","7.2","","86","","","","14","","10","","4.0","","89.14","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 01:00","2023","09","05","01:00","9.4","","6.9","","85","","","","14","","11","","4.0","","89.13","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 02:00","2023","09","05","02:00","9.0","","7.3","","89","","","","12","","13","","3.6","","89.13","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 03:00","2023","09","05","03:00","8.2","","5.9","","85","","","","14","","20","","4.0","","89.12","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 04:00","2023","09","05","04:00","8.2","","5.1","","80","","","","14","","18","","4.0","","89.11","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 05:00","2023","09","05","05:00","8.3","","5.2","","81","","","","14","","14","","4.0","","89.10","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 06:00","2023","09","05","06:00","8.2","","5.3","","81","","","","15","","13","","4.8","","89.09","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 07:00","2023","09","05","07:00","8.4","","5.2","","80","","","","16","","17","","3.6","","89.08","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 08:00","2023","09","05","08:00","9.2","","5.0","","75","","","","16","","21","","2.8","","89.02","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 09:00","2023","09","05","09:00","10.5","","4.7","","67","","","","17","","27","","2.8","","88.99","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 10:00","2023","09","05","10:00","12.3","","5.8","","64","","","","17","","25","","2.4","","88.94","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 11:00","2023","09","05","11:00","14.6","","6.9","","60","","","","15","","21","","2.4","","88.89","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 12:00","2023","09","05","12:00","16.2","","8.1","","59","","","","16","","18","","3.2","","88.81","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 13:00","2023","09","05","13:00","18.0","","8.5","","53","","","","18","","17","","3.2","","88.73","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 14:00","2023","09","05","14:00","19.8","","8.1","","46","","","","14","","18","","4.8","","88.64","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 15:00","2023","09","05","15:00","21.3","","7.7","","41","","","","16","","23","","4.0","","88.57","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 16:00","2023","09","05","16:00","21.7","","6.1","","36","","","","15","","26","","6.4","","88.47","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 17:00","2023","09","05","17:00","15.6","","7.4","","58","","","","36","","30","","16.1","","88.52","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 18:00","2023","09","05","18:00","15.2","","8.1","","62","","","","34","","21","","24.1","","88.58","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 19:00","2023","09","05","19:00","14.3","","7.7","","65","","","","35","","14","","16.1","","88.63","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 20:00","2023","09","05","20:00","13.7","","8.9","","73","","","","33","","39","","16.1","","88.73","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 21:00","2023","09","05","21:00","11.4","","6.8","","73","","","","35","","24","","12.9","","88.80","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 22:00","2023","09","05","22:00","10.4","","6.5","","77","","","","1","","16","","12.9","","88.87","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-05 23:00","2023","09","05","23:00","9.6","","7.3","","86","","","","36","","16","","11.3","","88.88","","","","","","Rain"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 00:00","2023","09","06","00:00","9.1","","7.3","","88","","","","3","","3","","16.1","","88.94","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 01:00","2023","09","06","01:00","9.4","","7.5","","88","","","","36","","1","","16.1","","88.92","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 02:00","2023","09","06","02:00","9.6","","6.9","","83","","","","29","","5","","12.9","","88.92","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 03:00","2023","09","06","03:00","9.0","","6.2","","83","","","","31","","8","","16.1","","88.92","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 04:00","2023","09","06","04:00","9.3","","5.6","","78","","","","36","","1","","16.1","","88.91","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 05:00","2023","09","06","05:00","8.9","","6.1","","82","","","","16","","4","","16.1","","88.90","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 06:00","2023","09","06","06:00","9.1","","6.0","","81","","","","22","","11","","16.1","","88.91","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 07:00","2023","09","06","07:00","9.1","","5.6","","79","","","","23","","8","","16.1","","88.89","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 08:00","2023","09","06","08:00","9.4","","5.7","","77","","","","23","","5","","12.9","","88.91","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 09:00","2023","09","06","09:00","10.5","","6.3","","75","","","","20","","5","","9.7","","88.87","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 10:00","2023","09","06","10:00","11.7","","6.5","","70","","","","15","","10","","6.4","","88.82","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 11:00","2023","09","06","11:00","12.8","","6.0","","63","","","","16","","13","","6.4","","88.80","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 12:00","2023","09","06","12:00","14.8","","8.0","","63","","","","15","","14","","9.7","","88.77","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 13:00","2023","09","06","13:00","15.5","","6.3","","54","","","","25","","7","","6.4","","88.74","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 14:00","2023","09","06","14:00","10.6","","7.7","","82","","","","36","","30","","12.9","","88.83","","","","","","Rain"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 15:00","2023","09","06","15:00","13.2","","7.6","","68","","","","1","","15","","24.1","","88.76","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 16:00","2023","09","06","16:00","14.4","","7.5","","63","","","","2","","10","","24.1","","88.73","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 17:00","2023","09","06","17:00","15.4","","6.0","","53","","","","4","","5","","24.1","","88.68","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 18:00","2023","09","06","18:00","14.4","","7.2","","62","","","","9","","10","","24.1","","88.67","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 19:00","2023","09","06","19:00","13.5","","8.2","","70","","","","16","","7","","24.1","","88.70","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 20:00","2023","09","06","20:00","12.8","","8.5","","75","","","","19","","19","","24.1","","88.74","","","","","","Thunderstorms"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 21:00","2023","09","06","21:00","13.6","","4.4","","54","","","","22","","14","","24.1","","88.73","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 22:00","2023","09","06","22:00","12.6","","4.8","","59","","","","28","","7","","24.1","","88.80","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-06 23:00","2023","09","06","23:00","10.7","","5.3","","69","","","","31","","3","","24.1","","88.78","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 00:00","2023","09","07","00:00","10.2","","5.3","","72","","","","36","","2","","24.1","","88.79","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 01:00","2023","09","07","01:00","7.6","","5.5","","86","","","","2","","5","","24.1","","88.78","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 02:00","2023","09","07","02:00","7.8","","5.6","","86","","","","1","","9","","24.1","","88.85","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 03:00","2023","09","07","03:00","7.5","","5.1","","85","","","","34","","17","","24.1","","88.88","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 04:00","2023","09","07","04:00","6.9","","4.7","","86","","","","36","","2","","24.1","","88.92","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 05:00","2023","09","07","05:00","7.2","","4.9","","86","","","","23","","8","","24.1","","88.93","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 06:00","2023","09","07","06:00","6.0","","4.1","","88","","","","1","","9","","19.3","","89.02","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 07:00","2023","09","07","07:00","7.5","","5.2","","85","","","","35","","4","","32.2","","89.06","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 08:00","2023","09","07","08:00","9.9","","5.7","","75","","","","36","","7","","32.2","","89.10","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 09:00","2023","09","07","09:00","11.6","","6.5","","71","","","","35","","9","","32.2","","89.12","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 10:00","2023","09","07","10:00","13.2","","6.6","","64","","","","1","","10","","32.2","","89.13","","","","","","NA"
