"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 11:00","2023","09","07","11:00","14.4","","6.0","","57","","","","5","","5","","32.2","","89.14","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 12:00","2023","09","07","12:00","16.0","","5.4","","49","","","","4","","9","","32.2","","89.13","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 13:00","2023","09","07","13:00","16.8","","5.5","","47","","","","0","","1","","32.2","","89.11","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 14:00","2023","09","07","14:00","18.2","","4.8","","41","","","","12","","11","","32.2","","89.08","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 15:00","2023","09","07","15:00","18.6","","6.3","","44","","","","16","","14","","32.2","","89.06","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 16:00","2023","09","07","16:00","18.3","","5.0","","41","","","","15","","15","","32.2","","89.05","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 17:00","2023","09","07","17:00","18.2","","4.7","","41","","","","15","","11","","32.2","","89.06","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 18:00","2023","09","07","18:00","17.6","","5.2","","44","","","","12","","16","","32.2","","89.07","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 19:00","2023","09","07","19:00","16.6","","4.9","","45","","","","11","","18","","24.1","","89.08","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 20:00","2023","09","07","20:00","14.7","","5.3","","53","","","","10","","13","","24.1","","89.13","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 21:00","2023","09","07","21:00","14.8","","4.9","","51","","","","13","","16","","24.1","","89.18","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 22:00","2023","09","07","22:00","13.9","","4.7","","53","","","","14","","13","","24.1","","89.22","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-07 23:00","2023","09","07","23:00","13.9","","3.9","","51","","","","13","","14","","24.1","","89.22","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 00:00","2023","09","08","00:00","11.5","","3.8","","59","","","","17","","10","","24.1","","89.26","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 01:00","2023","09","08","01:00","10.5","","4.3","","65","","","","8","","11","","24.1","","89.29","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 02:00","2023","09","08","02:00","8.5","","4.4","","76","","","","6","","10","","24.1","","89.28","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 03:00","2023","09","08","03:00","9.5","","5.2","","74","","","","2","","5","","24.1","","89.30","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 04:00","2023","09","08","04:00","8.0","","4.6","","79","","","","35","","8","","24.1","","89.30","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 05:00","2023","09","08","05:00","8.4","","4.5","","77","","","","32","","5","","24.1","","89.33","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 06:00","2023","09","08","06:00","7.8","","4.5","","80","","","","35","","11","","24.1","","89.35","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 07:00","2023","09","08","07:00","7.7","","4.6","","81","","","","34","","12","","32.2","","89.38","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 08:00","2023","09","08","08:00","9.1","","4.8","","74","","","","36","","12","","32.2","","89.42","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 09:00","2023","09","08","09:00","10.0","","5.2","","72","","","","35","","5","","32.2","","89.47","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 10:00","2023","09","08","10:00","11.0","","4.8","","65","","","","32","","7","","32.2","","89.48","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 11:00","2023","09","08","11:00","12.8","","5.6","","61","","","","36","","1","","32.2","","89.49","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 12:00","2023","09","08","12:00","13.3","","6.0","","61","","","","32","","4","","32.2","","89.49","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 13:00","2023","09","08","13:00","14.4","","6.2","","58","","","","36","","13","","32.2","","89.49","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 14:00","2023","09","08","14:00","15.9","","5.5","","50","","","","6","","9","","32.2","","89.52","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 15:00","2023","09","08","15:00","16.3","","5.2","","48","","","","10","","13","","32.2","","89.55","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 16:00","2023","09","08","16:00","17.8","","5.6","","44","","","","12","","7","","32.2","","89.58","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 17:00","2023","09","08","17:00","17.8","","4.5","","41","","","","13","","5","","32.2","","89.63","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 18:00","2023","09","08","18:00","16.8","","5.3","","46","","","","13","","13","","32.2","","89.68","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 19:00","2023","09","08","19:00","15.0","","6.0","","55","","","","13","","15","","48.3","","89.72","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 20:00","2023","09","08","20:00","13.1","","7.0","","66","","","","15","","13","","32.2","","89.80","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 21:00","2023","09","08","21:00","12.6","","6.8","","68","","","","18","","9","","24.1","","89.83","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 22:00","2023","09","08","22:00","12.4","","7.1","","70","","","","19","","7","","24.1","","89.89","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-08 23:00","2023","09","08","23:00","12.1","","7.2","","72","","","","16","","5","","24.1","","89.90","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 00:00","2023","09","09","00:00","11.8","","6.9","","71","","","","21","","5","","16.1","","89.90","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 01:00","2023","09","09","01:00","11.2","","6.8","","74","","","","36","","2","","16.1","","89.90","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 02:00","2023","09","09","02:00","9.4","","6.2","","80","","","","30","","4","","16.1","","89.91","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 03:00","2023","09","09","03:00","8.8","","6.5","","86","","","","36","","3","","16.1","","89.93","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 04:00","2023","09","09","04:00","7.9","","6.2","","89","","","","21","","4","","16.1","","89.95","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 05:00","2023","09","09","05:00","7.4","","5.8","","90","","","","36","","1","","16.1","","90.00","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 06:00","2023","09","09","06:00","8.0","","5.7","","85","","","","16","","3","","24.1","","90.03","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 07:00","2023","09","09","07:00","9.1","","7.0","","87","","","","36","","2","","48.3","","90.07","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 08:00","2023","09","09","08:00","12.6","","7.2","","70","","","","20","","8","","48.3","","90.09","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 09:00","2023","09","09","09:00","13.9","","6.9","","62","","","","23","","9","","48.3","","90.10","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 10:00","2023","09","09","10:00","15.9","","7.3","","56","","","","19","","9","","48.3","","90.09","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 11:00","2023","09","09","11:00","17.7","","6.9","","49","","","","16","","22","","48.3","","90.08","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 12:00","2023","09","09","12:00","19.1","","6.1","","42","","","","17","","18","","48.3","","90.06","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 13:00","2023","09","09","13:00","19.7","","6.1","","41","","","","18","","24","","32.2","","90.05","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 14:00","2023","09","09","14:00","20.7","","5.4","","36","","","","18","","25","","32.2","","90.03","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 15:00","2023","09","09","15:00","21.1","","6.3","","38","","","","16","","26","","32.2","","89.99","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 16:00","2023","09","09","16:00","21.1","","3.5","","31","","","","14","","22","","32.2","","89.97","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 17:00","2023","09","09","17:00","20.3","","4.0","","34","","","","19","","25","","32.2","","89.96","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 18:00","2023","09","09","18:00","19.5","","3.6","","34","","","","15","","26","","32.2","","89.96","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 19:00","2023","09","09","19:00","17.6","","4.4","","41","","","","16","","19","","48.3","","89.98","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 20:00","2023","09","09","20:00","15.6","","5.1","","49","","","","17","","16","","24.1","","90.01","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 21:00","2023","09","09","21:00","14.3","","5.8","","56","","","","17","","16","","24.1","","90.01","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 22:00","2023","09","09","22:00","12.1","","5.8","","65","","","","16","","13","","24.1","","90.01","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-09 23:00","2023","09","09","23:00","11.6","","5.5","","66","","","","17","","10","","24.1","","89.99","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 00:00","2023","09","10","00:00","10.7","","5.8","","71","","","","18","","10","","24.1","","89.99","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 01:00","2023","09","10","01:00","10.2","","5.6","","73","","","","19","","13","","24.1","","89.97","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 02:00","2023","09","10","02:00","9.4","","5.3","","76","","","","17","","13","","24.1","","89.95","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 03:00","2023","09","10","03:00","9.3","","5.1","","75","","","","18","","11","","24.1","","89.93","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 04:00","2023","09","10","04:00","8.5","","5.0","","79","","","","18","","13","","24.1","","89.92","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 05:00","2023","09","10","05:00","7.9","","4.9","","81","","","","17","","11","","24.1","","89.90","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 06:00","2023","09","10","06:00","7.2","","4.6","","84","","","","19","","10","","24.1","","89.89","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 07:00","2023","09","10","07:00","7.8","","5.5","","86","","","","19","","9","","24.1","","89.88","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 08:00","2023","09","10","08:00","10.2","","6.2","","76","","","","21","","9","","24.1","","89.86","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 09:00","2023","09","10","09:00","13.2","","6.9","","65","","","","18","","16","","24.1","","89.86","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 10:00","2023","09","10","10:00","16.0","","7.5","","57","","","","17","","17","","24.1","","89.84","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 11:00","2023","09","10","11:00","18.5","","7.9","","50","","","","18","","27","","24.1","","89.80","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 12:00","2023","09","10","12:00","20.1","","6.0","","39","","","","15","","32","","24.1","","89.75","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 13:00","2023","09","10","13:00","21.2","","6.3","","37","","","","17","","21","","24.1","","89.72","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 14:00","2023","09","10","14:00","21.7","","3.5","","30","","","","16","","28","","24.1","","89.65","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 15:00","2023","09","10","15:00","21.9","","4.0","","31","","","","15","","32","","24.1","","89.61","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 16:00","2023","09","10","16:00","21.9","","3.6","","30","","","","16","","29","","24.1","","89.57","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 17:00","2023","09","10","17:00","21.6","","4.7","","33","","","","15","","23","","24.1","","89.54","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 18:00","2023","09","10","18:00","20.4","","4.1","","34","","","","16","","26","","24.1","","89.53","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 19:00","2023","09","10","19:00","18.5","","3.6","","37","","","","16","","22","","48.3","","89.52","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 20:00","2023","09","10","20:00","17.1","","3.4","","39","","","","16","","26","","24.1","","89.52","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 21:00","2023","09","10","21:00","15.5","","3.0","","43","","","","17","","22","","24.1","","89.50","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 22:00","2023","09","10","22:00","13.4","","3.2","","50","","","","16","","15","","24.1","","89.49","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-10 23:00","2023","09","10","23:00","12.8","","3.1","","52","","","","17","","21","","24.1","","89.46","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 00:00","2023","09","11","00:00","12.5","","3.5","","54","","","","16","","20","","24.1","","89.41","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 01:00","2023","09","11","01:00","11.0","","3.9","","61","","","","18","","14","","24.1","","89.38","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 02:00","2023","09","11","02:00","9.2","","4.0","","70","","","","18","","11","","24.1","","89.36","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 03:00","2023","09","11","03:00","9.2","","4.3","","71","","","","17","","11","","24.1","","89.36","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 04:00","2023","09","11","04:00","9.1","","4.6","","73","","","","19","","8","","24.1","","89.34","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 05:00","2023","09","11","05:00","8.8","","4.3","","74","","","","21","","9","","16.1","","89.32","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 06:00","2023","09","11","06:00","7.1","","3.6","","79","","","","20","","9","","24.1","","89.30","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 07:00","2023","09","11","07:00","8.5","","4.0","","73","","","","22","","9","","24.1","","89.29","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 08:00","2023","09","11","08:00","10.6","","4.3","","65","","","","20","","6","","24.1","","89.28","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 09:00","2023","09","11","09:00","14.1","","4.6","","52","","","","19","","10","","24.1","","89.25","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 10:00","2023","09","11","10:00","16.7","","6.1","","49","","","","19","","8","","12.9","","89.21","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 11:00","2023","09","11","11:00","19.2","","6.2","","42","","","","16","","8","","12.9","","89.18","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 12:00","2023","09","11","12:00","20.4","","6.4","","40","","","","16","","12","","12.9","","89.13","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 13:00","2023","09","11","13:00","22.4","","5.0","","32","","","","15","","16","","14.5","","89.10","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 14:00","2023","09","11","14:00","24.1","","4.0","","27","","","","14","","14","","12.9","","89.04","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 15:00","2023","09","11","15:00","23.8","","3.6","","26","","","","13","","10","","16.1","","88.99","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 16:00","2023","09","11","16:00","24.4","","3.4","","25","","","","16","","13","","16.1","","88.94","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 17:00","2023","09","11","17:00","24.2","","3.4","","25","","","","16","","16","","16.1","","88.90","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 18:00","2023","09","11","18:00","22.9","","3.8","","29","","","","16","","12","","16.1","","88.88","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 19:00","2023","09","11","19:00","20.2","","3.4","","33","","","","16","","12","","16.1","","88.84","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 20:00","2023","09","11","20:00","19.4","","3.4","","34","","","","18","","9","","24.1","","88.83","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 21:00","2023","09","11","21:00","17.9","","3.0","","37","","","","17","","16","","24.1","","88.80","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 22:00","2023","09","11","22:00","17.6","","3.2","","38","","","","18","","10","","24.1","","88.78","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-11 23:00","2023","09","11","23:00","16.2","","4.8","","47","","","","21","","8","","24.1","","88.77","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 00:00","2023","09","12","00:00","18.4","","3.8","","38","","","","24","","5","","24.1","","88.75","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 01:00","2023","09","12","01:00","19.5","","3.4","","34","","","","27","","15","","24.1","","88.75","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 02:00","2023","09","12","02:00","19.5","","3.4","","34","","","","30","","19","","24.1","","88.75","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 03:00","2023","09","12","03:00","18.1","","3.7","","38","","","","34","","13","","24.1","","88.79","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 04:00","2023","09","12","04:00","14.9","","4.5","","50","","","","35","","17","","24.1","","88.83","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 05:00","2023","09","12","05:00","13.9","","6.3","","60","","","","35","","16","","24.1","","88.86","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 06:00","2023","09","12","06:00","14.2","","7.2","","62","","","","34","","20","","24.1","","88.87","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 07:00","2023","09","12","07:00","13.9","","7.7","","66","","","","35","","17","","24.1","","88.87","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 08:00","2023","09","12","08:00","14.3","","7.9","","65","","","","35","","12","","24.1","","88.87","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 09:00","2023","09","12","09:00","16.5","","8.6","","59","","","","34","","17","","24.1","","88.86","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 10:00","2023","09","12","10:00","18.1","","8.6","","54","","","","31","","6","","24.1","","88.86","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 11:00","2023","09","12","11:00","19.1","","8.7","","51","","","","36","","1","","24.1","","88.84","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 12:00","2023","09","12","12:00","20.5","","7.7","","43","","","","19","","4","","24.1","","88.79","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 13:00","2023","09","12","13:00","21.6","","7.8","","40","","","","18","","9","","24.1","","88.74","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 14:00","2023","09","12","14:00","22.4","","7.8","","39","","","","18","","14","","24.1","","88.68","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 15:00","2023","09","12","15:00","23.4","","7.3","","35","","","","13","","10","","24.1","","88.62","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 16:00","2023","09","12","16:00","23.3","","6.0","","32","","","","18","","12","","24.1","","88.59","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 17:00","2023","09","12","17:00","22.1","","5.1","","33","","","","17","","15","","24.1","","88.58","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 18:00","2023","09","12","18:00","21.5","","6.6","","38","","","","18","","9","","24.1","","88.55","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 19:00","2023","09","12","19:00","18.5","","7.8","","49","","","","5","","13","","24.1","","88.55","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 20:00","2023","09","12","20:00","16.3","","7.6","","56","","","","35","","13","","24.1","","88.60","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 21:00","2023","09","12","21:00","15.7","","7.3","","57","","","","35","","13","","24.1","","88.63","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 22:00","2023","09","12","22:00","14.8","","9.4","","70","","","","36","","11","","24.1","","88.67","","","","","","Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-12 23:00","2023","09","12","23:00","13.6","","7.8","","68","","","","34","","10","","24.1","","88.67","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 00:00","2023","09","13","00:00","11.5","","7.1","","74","","","","33","","10","","24.1","","88.69","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 01:00","2023","09","13","01:00","11.3","","6.9","","74","","","","32","","3","","24.1","","88.72","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 02:00","2023","09","13","02:00","11.2","","7.1","","76","","","","35","","11","","24.1","","88.71","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 03:00","2023","09","13","03:00","11.8","","7.0","","73","","","","36","","2","","24.1","","88.72","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 04:00","2023","09","13","04:00","12.4","","7.4","","71","","","","36","","2","","24.1","","88.73","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 05:00","2023","09","13","05:00","14.2","","7.2","","63","","","","21","","8","","24.1","","88.74","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 06:00","2023","09","13","06:00","15.0","","7.1","","59","","","","29","","7","","24.1","","88.76","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 07:00","2023","09","13","07:00","14.2","","7.6","","64","","","","20","","5","","64.4","","88.81","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 08:00","2023","09","13","08:00","14.2","","7.3","","63","","","","34","","14","","64.4","","88.85","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 09:00","2023","09","13","09:00","15.9","","7.7","","58","","","","35","","22","","64.4","","88.89","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 10:00","2023","09","13","10:00","15.7","","8.5","","62","","","","35","","15","","64.4","","88.91","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 11:00","2023","09","13","11:00","17.0","","8.9","","58","","","","35","","18","","32.2","","88.93","","","","","","Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 12:00","2023","09","13","12:00","18.2","","8.4","","52","","","","3","","21","","32.2","","88.93","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 13:00","2023","09","13","13:00","19.6","","8.8","","49","","","","1","","14","","32.2","","88.90","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 14:00","2023","09","13","14:00","19.9","","7.2","","43","","","","5","","12","","32.2","","88.88","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 15:00","2023","09","13","15:00","20.2","","6.3","","40","","","","6","","15","","32.2","","88.85","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 16:00","2023","09","13","16:00","20.2","","6.1","","40","","","","28","","3","","32.2","","88.84","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 17:00","2023","09","13","17:00","20.4","","6.7","","41","","","","12","","9","","32.2","","88.86","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 18:00","2023","09","13","18:00","19.5","","7.1","","44","","","","16","","3","","32.2","","88.91","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 19:00","2023","09","13","19:00","18.7","","6.5","","44","","","","12","","12","","24.1","","88.98","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 20:00","2023","09","13","20:00","16.9","","6.4","","50","","","","5","","7","","24.1","","89.05","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 21:00","2023","09","13","21:00","16.7","","6.8","","52","","","","8","","4","","24.1","","89.11","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 22:00","2023","09","13","22:00","13.4","","6.5","","63","","","","34","","17","","24.1","","89.20","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-13 23:00","2023","09","13","23:00","11.8","","7.4","","74","","","","35","","13","","24.1","","89.30","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-09-14 00:00","2023","09","14","00:00","10.8","","6.5","","75","","","","34","","10","","24.1","","89.36","","","","","","NA"
