"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 11:00","2023","08","07","11:00","22.6","","8.0","","39","","","","26","","4","","8.1","","89.29","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 12:00","2023","08","07","12:00","24.6","","8.1","","34","","","","33","","6","","9.7","","89.25","","25","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 13:00","2023","08","07","13:00","25.1","","7.9","","33","","","","8","","10","","9.7","","89.21","","25","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 14:00","2023","08","07","14:00","25.2","","7.4","","32","","","","11","","9","","8.1","","89.16","","25","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 15:00","2023","08","07","15:00","25.1","","7.3","","31","","","","5","","9","","9.7","","89.11","","25","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 16:00","2023","08","07","16:00","24.8","","6.8","","31","","","","10","","6","","8.1","","89.07","","25","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 17:00","2023","08","07","17:00","25.1","","7.2","","31","","","","5","","10","","8.1","","89.08","","25","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 18:00","2023","08","07","18:00","24.6","","7.9","","34","","","","4","","16","","8.1","","89.06","","25","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 19:00","2023","08","07","19:00","22.9","","8.1","","38","","","","6","","17","","14.5","","89.04","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 20:00","2023","08","07","20:00","21.2","","9.5","","47","","","","3","","28","","16.1","","89.12","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 21:00","2023","08","07","21:00","16.4","","11.3","","71","","","","34","","25","","9.7","","89.20","","","","","","Thunderstorms,Rain Showers,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 22:00","2023","08","07","22:00","15.2","","12.8","","86","","","","24","","13","","9.7","","89.31","","","","","","Thunderstorms,Moderate Rain Showers,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 23:00","2023","08","07","23:00","15.7","","11.3","","75","","","","15","","8","","14.5","","89.13","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 00:00","2023","08","08","00:00","15.2","","11.4","","78","","","","27","","8","","24.1","","89.15","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 01:00","2023","08","08","01:00","14.9","","11.3","","78","","","","27","","11","","24.1","","89.14","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 02:00","2023","08","08","02:00","15.4","","11.6","","78","","","","29","","11","","14.5","","89.11","","","","","","Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 03:00","2023","08","08","03:00","15.9","","11.0","","72","","","","25","","8","","16.1","","89.04","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 04:00","2023","08","08","04:00","14.9","","12.0","","83","","","","21","","12","","16.1","","88.96","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 05:00","2023","08","08","05:00","14.1","","10.8","","80","","","","35","","5","","16.1","","88.97","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 06:00","2023","08","08","06:00","13.6","","11.5","","87","","","","36","","1","","11.3","","88.98","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 07:00","2023","08","08","07:00","14.8","","12.5","","86","","","","12","","7","","9.7","","88.99","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 08:00","2023","08","08","08:00","16.1","","12.7","","80","","","","4","","4","","8.1","","88.98","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 09:00","2023","08","08","09:00","18.1","","11.3","","64","","","","17","","10","","8.1","","88.93","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 10:00","2023","08","08","10:00","19.2","","10.8","","58","","","","18","","12","","8.1","","88.90","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 11:00","2023","08","08","11:00","20.7","","10.9","","53","","","","19","","15","","8.1","","88.88","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 12:00","2023","08","08","12:00","21.8","","10.8","","49","","","","14","","13","","8.1","","88.82","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 13:00","2023","08","08","13:00","22.7","","10.8","","46","","","","14","","8","","8.1","","88.76","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 14:00","2023","08","08","14:00","24.1","","9.5","","39","","","","16","","7","","6.4","","88.72","","25","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 15:00","2023","08","08","15:00","24.7","","10.1","","39","","","","10","","4","","6.4","","88.64","","26","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 16:00","2023","08","08","16:00","24.4","","9.3","","38","","","","10","","13","","6.4","","88.61","","25","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 17:00","2023","08","08","17:00","15.3","","13.4","","88","","","","35","","34","","6.4","","88.81","","","","","","Rain"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 18:00","2023","08","08","18:00","15.3","","13.4","","89","","","","2","","28","","6.4","","88.79","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 19:00","2023","08","08","19:00","16.1","","13.7","","86","","","","3","","16","","9.7","","88.76","","","","","","Rain,Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 20:00","2023","08","08","20:00","15.7","","13.2","","85","","","","1","","11","","9.7","","88.80","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 21:00","2023","08","08","21:00","15.6","","13.2","","86","","","","36","","13","","9.7","","88.81","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 22:00","2023","08","08","22:00","15.4","","13.4","","88","","","","34","","5","","9.7","","88.80","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-08 23:00","2023","08","08","23:00","15.0","","12.8","","87","","","","34","","10","","9.7","","88.78","","","","","","Rain,Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 00:00","2023","08","09","00:00","14.7","","12.9","","89","","","","32","","7","","9.7","","88.75","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 01:00","2023","08","09","01:00","14.7","","12.7","","88","","","","35","","5","","9.7","","88.70","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 02:00","2023","08","09","02:00","14.8","","12.7","","87","","","","36","","2","","9.7","","88.64","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 03:00","2023","08","09","03:00","14.8","","12.9","","88","","","","36","","2","","9.7","","88.61","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 04:00","2023","08","09","04:00","14.3","","13.0","","92","","","","18","","5","","12.9","","88.55","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 05:00","2023","08","09","05:00","13.6","","13.1","","96","","","","18","","8","","8.1","","88.52","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 06:00","2023","08","09","06:00","14.2","","14.1","","99","","","","15","","11","","2.4","","88.49","","","","","","Fog,Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 07:00","2023","08","09","07:00","15.2","","14.2","","94","","","","18","","11","","4.0","","88.45","","","","","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 08:00","2023","08","09","08:00","16.5","","13.9","","85","","","","17","","13","","4.8","","88.41","","","","","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 09:00","2023","08","09","09:00","16.9","","13.7","","81","","","","17","","18","","6.4","","88.38","","","","","","Haze"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 10:00","2023","08","09","10:00","20.0","","13.7","","67","","","","16","","13","","6.4","","88.31","","","","","","Haze"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 11:00","2023","08","09","11:00","21.1","","14.3","","65","","","","15","","14","","6.4","","88.26","","25","","","","Haze"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 12:00","2023","08","09","12:00","23.1","","14.6","","58","","","","16","","14","","6.4","","88.19","","27","","","","Haze"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 13:00","2023","08","09","13:00","24.2","","12.9","","49","","","","12","","12","","8.1","","88.10","","27","","","","Haze"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 14:00","2023","08","09","14:00","24.3","","8.8","","37","","","","20","","23","","16.1","","88.01","","25","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 15:00","2023","08","09","15:00","18.6","","11.8","","64","","","","32","","20","","24.1","","88.10","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 16:00","2023","08","09","16:00","20.7","","9.2","","47","","","","28","","21","","24.1","","88.02","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 17:00","2023","08","09","17:00","21.7","","8.8","","43","","","","25","","13","","24.1","","87.99","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 18:00","2023","08","09","18:00","22.3","","7.5","","38","","","","27","","21","","24.1","","87.97","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 19:00","2023","08","09","19:00","22.4","","6.6","","36","","","","27","","32","","24.1","","87.98","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 20:00","2023","08","09","20:00","20.6","","7.0","","41","","","","28","","29","","24.1","","88.03","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 21:00","2023","08","09","21:00","15.5","","11.4","","76","","","","1","","17","","24.1","","88.14","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 22:00","2023","08","09","22:00","15.0","","12.2","","83","","","","31","","12","","24.1","","88.15","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-09 23:00","2023","08","09","23:00","14.7","","10.8","","77","","","","32","","8","","24.1","","88.14","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 00:00","2023","08","10","00:00","13.0","","9.5","","79","","","","2","","7","","24.1","","88.13","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 01:00","2023","08","10","01:00","13.4","","10.6","","83","","","","11","","5","","24.1","","88.13","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 02:00","2023","08","10","02:00","13.6","","11.1","","85","","","","17","","8","","24.1","","88.08","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 03:00","2023","08","10","03:00","12.5","","10.7","","89","","","","18","","4","","24.1","","88.10","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 04:00","2023","08","10","04:00","12.9","","10.5","","85","","","","23","","4","","24.1","","88.10","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 05:00","2023","08","10","05:00","11.1","","9.4","","89","","","","35","","4","","24.1","","88.10","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 06:00","2023","08","10","06:00","11.9","","10.0","","88","","","","6","","4","","32.2","","88.10","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 07:00","2023","08","10","07:00","14.8","","9.3","","70","","","","25","","5","","48.3","","88.11","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 08:00","2023","08","10","08:00","16.8","","9.1","","60","","","","34","","5","","64.4","","88.14","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 09:00","2023","08","10","09:00","18.4","","8.8","","53","","","","36","","26","","64.4","","88.22","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 10:00","2023","08","10","10:00","17.6","","10.6","","63","","","","5","","13","","64.4","","88.25","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 11:00","2023","08","10","11:00","18.8","","9.7","","55","","","","5","","17","","48.3","","88.25","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 12:00","2023","08","10","12:00","19.8","","9.2","","50","","","","14","","7","","64.4","","88.21","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 13:00","2023","08","10","13:00","21.2","","9.5","","47","","","","22","","10","","48.3","","88.14","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 14:00","2023","08","10","14:00","22.2","","4.2","","30","","","","22","","16","","48.3","","88.14","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 15:00","2023","08","10","15:00","19.9","","8.1","","46","","","","1","","50","","48.3","","88.27","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 16:00","2023","08","10","16:00","19.1","","7.8","","47","","","","2","","28","","48.3","","88.34","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 17:00","2023","08","10","17:00","20.1","","5.9","","39","","","","2","","17","","32.2","","88.38","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 18:00","2023","08","10","18:00","18.9","","6.3","","43","","","","35","","13","","32.2","","88.41","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 19:00","2023","08","10","19:00","18.7","","6.6","","45","","","","2","","10","","32.2","","88.44","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 20:00","2023","08","10","20:00","17.5","","7.1","","50","","","","2","","9","","24.1","","88.52","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 21:00","2023","08","10","21:00","17.2","","6.9","","50","","","","36","","2","","24.1","","88.58","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 22:00","2023","08","10","22:00","15.8","","7.1","","56","","","","18","","6","","24.1","","88.62","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-10 23:00","2023","08","10","23:00","15.0","","7.0","","58","","","","17","","5","","24.1","","88.64","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 00:00","2023","08","11","00:00","12.7","","7.9","","72","","","","34","","11","","24.1","","88.71","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 01:00","2023","08","11","01:00","12.0","","6.7","","70","","","","31","","6","","24.1","","88.77","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 02:00","2023","08","11","02:00","12.5","","5.8","","64","","","","36","","3","","24.1","","88.80","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 03:00","2023","08","11","03:00","11.3","","6.4","","72","","","","21","","4","","24.1","","88.81","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 04:00","2023","08","11","04:00","10.7","","5.7","","71","","","","0","","1","","24.1","","88.83","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 05:00","2023","08","11","05:00","9.8","","4.5","","70","","","","3","","4","","24.1","","88.88","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 06:00","2023","08","11","06:00","10.4","","3.7","","63","","","","1","","8","","32.2","","88.93","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 07:00","2023","08","11","07:00","12.3","","4.0","","57","","","","36","","2","","64.4","","88.95","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 08:00","2023","08","11","08:00","15.4","","4.1","","47","","","","23","","5","","64.4","","88.99","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 09:00","2023","08","11","09:00","18.9","","3.0","","34","","","","35","","19","","64.4","","88.98","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 10:00","2023","08","11","10:00","18.7","","2.8","","34","","","","31","","10","","64.4","","88.98","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 11:00","2023","08","11","11:00","20.0","","2.8","","32","","","","10","","6","","64.4","","88.95","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 12:00","2023","08","11","12:00","20.7","","2.3","","29","","","","36","","3","","64.4","","88.92","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 13:00","2023","08","11","13:00","21.4","","2.7","","29","","","","20","","13","","64.4","","88.88","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 14:00","2023","08","11","14:00","21.1","","2.8","","30","","","","24","","4","","48.3","","88.87","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 15:00","2023","08","11","15:00","22.1","","2.4","","27","","","","36","","3","","48.3","","88.85","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 16:00","2023","08","11","16:00","23.1","","2.7","","26","","","","23","","5","","48.3","","88.85","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 17:00","2023","08","11","17:00","22.7","","3.0","","27","","","","34","","8","","48.3","","88.84","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 18:00","2023","08","11","18:00","22.0","","5.3","","33","","","","7","","20","","48.3","","88.90","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 19:00","2023","08","11","19:00","20.0","","5.5","","38","","","","10","","18","","48.3","","88.91","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 20:00","2023","08","11","20:00","18.6","","5.9","","43","","","","10","","12","","48.3","","88.94","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 21:00","2023","08","11","21:00","18.2","","5.5","","43","","","","13","","10","","24.1","","89.00","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 22:00","2023","08","11","22:00","17.1","","5.9","","47","","","","18","","10","","24.1","","89.02","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-11 23:00","2023","08","11","23:00","16.8","","5.9","","48","","","","19","","9","","24.1","","89.02","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 00:00","2023","08","12","00:00","16.4","","7.0","","53","","","","18","","10","","24.1","","89.03","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 01:00","2023","08","12","01:00","15.7","","6.9","","56","","","","18","","10","","24.1","","89.03","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 02:00","2023","08","12","02:00","15.3","","6.2","","54","","","","20","","8","","24.1","","89.01","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 03:00","2023","08","12","03:00","16.1","","5.8","","50","","","","36","","1","","24.1","","89.04","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 04:00","2023","08","12","04:00","14.2","","7.6","","64","","","","3","","14","","24.1","","89.07","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 05:00","2023","08","12","05:00","13.6","","7.0","","64","","","","34","","11","","16.1","","89.10","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 06:00","2023","08","12","06:00","13.5","","7.4","","66","","","","34","","12","","24.1","","89.15","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 07:00","2023","08","12","07:00","14.0","","7.8","","66","","","","36","","12","","24.1","","89.20","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 08:00","2023","08","12","08:00","14.8","","8.3","","65","","","","35","","17","","48.3","","89.27","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 09:00","2023","08","12","09:00","15.9","","7.9","","59","","","","1","","14","","48.3","","89.31","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 10:00","2023","08","12","10:00","17.0","","6.9","","51","","","","2","","16","","48.3","","89.35","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 11:00","2023","08","12","11:00","17.1","","7.4","","53","","","","3","","12","","48.3","","89.40","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 12:00","2023","08","12","12:00","18.2","","7.2","","48","","","","3","","15","","48.3","","89.45","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 13:00","2023","08","12","13:00","19.6","","7.8","","46","","","","7","","5","","48.3","","89.46","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 14:00","2023","08","12","14:00","20.6","","6.7","","40","","","","23","","5","","48.3","","89.45","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 15:00","2023","08","12","15:00","22.3","","6.6","","36","","","","2","","18","","32.2","","89.46","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 16:00","2023","08","12","16:00","22.2","","6.2","","35","","","","7","","4","","32.2","","89.46","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 17:00","2023","08","12","17:00","14.0","","11.2","","83","","","","33","","41","","6.4","","89.64","","","","","","Thunderstorms,Moderate Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 18:00","2023","08","12","18:00","18.1","","9.4","","56","","","","16","","15","","32.2","","89.54","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 19:00","2023","08","12","19:00","17.9","","9.0","","56","","","","24","","9","","32.2","","89.61","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 20:00","2023","08","12","20:00","17.1","","9.8","","61","","","","23","","11","","24.1","","89.66","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 21:00","2023","08","12","21:00","16.4","","10.3","","67","","","","22","","6","","24.1","","89.73","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 22:00","2023","08","12","22:00","16.3","","8.4","","59","","","","27","","5","","24.1","","89.77","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-12 23:00","2023","08","12","23:00","13.7","","9.1","","74","","","","34","","5","","24.1","","89.80","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 00:00","2023","08","13","00:00","12.6","","8.8","","77","","","","36","","2","","24.1","","89.82","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 01:00","2023","08","13","01:00","12.6","","9.3","","80","","","","19","","4","","24.1","","89.83","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 02:00","2023","08","13","02:00","11.9","","8.4","","79","","","","","","0","","24.1","","89.83","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 03:00","2023","08","13","03:00","10.9","","8.6","","86","","","","36","","2","","24.1","","89.85","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 04:00","2023","08","13","04:00","9.9","","8.1","","88","","","","36","","2","","24.1","","89.85","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 05:00","2023","08","13","05:00","10.0","","8.0","","87","","","","36","","2","","24.1","","89.89","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 06:00","2023","08","13","06:00","10.6","","7.8","","83","","","","23","","4","","64.4","","89.89","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 07:00","2023","08","13","07:00","12.4","","8.5","","77","","","","36","","2","","64.4","","89.91","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 08:00","2023","08","13","08:00","15.4","","8.9","","65","","","","21","","3","","64.4","","89.92","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 09:00","2023","08","13","09:00","18.2","","9.2","","55","","","","20","","7","","64.4","","89.91","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 10:00","2023","08","13","10:00","20.6","","8.8","","46","","","","25","","5","","64.4","","89.90","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 11:00","2023","08","13","11:00","23.0","","7.9","","37","","","","26","","10","","64.4","","89.87","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 12:00","2023","08","13","12:00","24.1","","7.8","","35","","","","28","","8","","64.4","","89.84","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 13:00","2023","08","13","13:00","25.5","","7.7","","32","","","","23","","4","","64.4","","89.79","","26","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 14:00","2023","08","13","14:00","26.2","","7.5","","30","","","","5","","6","","64.4","","89.77","","26","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 15:00","2023","08","13","15:00","27.4","","8.0","","29","","","","30","","10","","64.4","","89.73","","28","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 16:00","2023","08","13","16:00","27.9","","7.3","","27","","","","6","","5","","64.4","","89.70","","28","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 17:00","2023","08","13","17:00","28.4","","8.6","","28","","","","36","","3","","64.4","","89.66","","29","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 18:00","2023","08","13","18:00","28.0","","6.8","","26","","","","8","","7","","64.4","","89.58","","28","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 19:00","2023","08","13","19:00","26.8","","7.6","","29","","","","12","","9","","64.4","","89.55","","27","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 20:00","2023","08","13","20:00","24.2","","7.8","","35","","","","15","","15","","64.4","","89.55","","25","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 21:00","2023","08","13","21:00","21.8","","8.0","","41","","","","16","","12","","24.1","","89.56","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 22:00","2023","08","13","22:00","22.1","","8.0","","40","","","","17","","9","","24.1","","89.56","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-13 23:00","2023","08","13","23:00","21.1","","8.7","","45","","","","19","","11","","24.1","","89.55","","","","","","Clear"
